;user_id;tweet_id;location;source;hashtags
5749;2820584664;1190030225767370753;Brasil;Twitter for iPhone;'MAMAVOTE', 'BTS'
5763;1112860060990943232;1190030234059464704;Indonesia;Twitter Web App;'MAMAVOTE', 'BTS'
5787;963965716272627712;1190030252422107136;??;Twitter for iPhone;'??', 'SUGA', 'BTS'
5797;1076090103900991490;1190030259124604928;??;Twitter for iPhone;'bts', '?????', 'Jhope', 'jhope', '???', '??', '???'
5814;3614641105;1190030268276412416;??;Twitter for Android;'BTSxTarget'
5816;1049083717619240961;1190030269413244929;Seoul, Republic of Korea;Twitter for iPhone;
5863;791112206838472704;1190030303093383168;??;Twitter for iPhone;'RM', 'JIN', 'LOVEMYSELF'
5899;1126572593555935238;1190030330117443584;Seoul, Republic of Korea;Twitter for iPhone;
5912;2810762882;1190030340271886339;Malaysia;Twitter for Android;'BTS', '??????', '???', 'JIN', '?', '??', 'SEOKJIN', '???'
5922;883373476194680832;1190030343371395073;United States;Twitter for iPhone;'JIMIN', 'BTS'
5947;745438230091169794;1190030364070350850;Mexico;Twitter for Android;'MAMAVOTE', 'BTS'
5955;919865997707710465;1190030368633708544;????;Twitter for Android;'MAMA', 'BTS'
5994;1014690592461221888;1190030404314714112;Mexico;Twitter for Android;'MAMAVOTE', 'BTS', 'Jungkook', '??', '?????'
6010;1051078206210461697;1190030415496544256;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
6028;967719822682292224;1190030426959753221;????;Twitter for Android;
6052;1040737083344580609;1190030439903309824;Indonesia;Twitter for Android;
6063;927214585194541057;1190030447977336833;??;Twitter for iPhone;'BTS', 'Lights', 'BoyWithLove'
6064;985117853174001665;1190030448451149824;Seoul, Republic of Korea;Twitter for Android;
6077;1074159550373097472;1190030457469100032;Thailand;Twitter for iPhone;'BTS', '?????', '??', '??', '???', 'SUGA'
6081;1089260814136209408;1190030464561680386;United States;Twitter for iPad;'MAMAVOTE', 'BTS'
6087;1042777558880665605;1190030470894911489;United States;Twitter for Android;'MONSTA_X', 'BTS', 'BLACKPINK', 'TWICE', 'JHOPE', 'TAEYEON', 'PSY'
6135;795599212821889024;1190030503375724544;????;Twitter for Android;'BTS', '?????', 'JIMIN', '??'
6184;1102486479333281792;1190030538737946625;?????????????, ?????????;Twitter for Android;'BTS'
6192;865824757026914304;1190030542353379330;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
6218;996037681892282368;1190030558287613952;United States;Twitter Web App;
6226;894654086556958720;1190030565463998471;Mexico;Twitter for Android;'MAMAVOTE', 'BTS'
6244;1144127937894965248;1190030577547780096;??;Twitter for Android;
6311;1088289889571856384;1190030623534174209;Mexico;Twitter for Android;'BTS', '???????', 'Jungkook', '??'
6331;1083902426875232262;1190030637689921536;????;Twitter for iPhone;'?????', 'BTS'
6335;1116246093140901888;1190030643444559872;???? ??;Twitter for Android;'?', '???', '??', 'BTS'
6355;1063586027355271170;1190030658472681472;????;Twitter for iPhone;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS'
6358;1150592422247686145;1190030659382849544;??;Twitter for Android;'BTS', '?????', 'PERSONA'
6370;1164557359529619456;1190030669377916932;??;Twitter for iPhone;'MAMAVOTE', 'bts'
6377;866077308439973888;1190030676105531398;Brasil;Twitter for Android;
6386;1054578967544520705;1190030679490383872;United States;Twitter for iPhone;'MAMAVote', 'BTS'
6403;1128893523980374017;1190030690097729536;Seoul, Republic of Korea;Twitter for Android;
6493;1034774284478992384;1190030753058447362;Thailand;Twitter for Android;'BTS', 'SUGA', '???', 'SOPE'
6514;1067776294169935872;1190030770271862790;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
6517;1123224930986774529;1190030772691963904;????;Twitter for iPhone;
6528;859024024650752001;1190030779214159874;Mexico;Twitter for Android;'MAMAVOTE', 'BTS'
6577;53762981;1190030813146107910;Brasil;Twitter Web App;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????', 'BTSV'
6599;941652838060457984;1190030831206559744;???? ??;Twitter for Android;
6616;1003654152168210433;1190030839855403009;Viet Nam;Twitter for Android;'BTS', '?????'
6625;952775414912491521;1190030843877588993;?????????;Twitter for iPhone;'?????', 'BTS', '???', 'RM', 'NAMJOON'
6629;1120471687416311808;1190030844989255680;United States;Twitter for iPhone;'MAMAVOTE', 'BTS'
6732;1139830771479269376;1190030910407823362;Viet Nam;Twitter Web App;'??', 'JUNGKOOK', 'BTS'
6740;1106528989726674944;1190030914249789441;???? ??;Twitter for Android;
6764;1098695628085964801;1190030932243337216;Seoul, Republic of Korea;Twitter for Android;
6772;1002114138326302725;1190030935229714435;United States;Twitter for iPhone;'UKArmy'
6793;1096833966932254720;1190030944645853184;Indonesia;Twitter for Android;
6798;1106946732615589888;1190030947657404422;??;Twitter for iPhone;'??', 'JIMIN', '?????', 'BTS'
6799;1162904670538354688;1190030948173148160;Viet Nam;Twitter for Android;
6821;3108905035;1190030969123823616;Mexico;Twitter for Android;
6893;1057434175492378624;1190031019795046402;Seoul, Republic of Korea;Twitter for Android;'MAMAVOTE', 'BTS'
6904;952853680146886656;1190031027609198593;????;Twitter for Android;
6951;2884638595;1190031062325485570;Seoul, Republic of Korea;Twitter Web App;
6954;1028654369078562816;1190031066213552135;??;Twitter for iPhone;'bts', 'BTS_LY_SY_FINAL'
6965;1083775527486316544;1190031072131567617;Indonesia;Twitter for Android;'BTS', '?', '??', 'V', 'SUGA', '???', '??', '?????'
7009;942358717638594560;1190031100925677569;United States;Twitter for Android;'MAMAVOTE', 'bts'
7079;3337699334;1190031149244006402;??;Twitter for iPhone;'MAMAVOTE', 'bts'
7108;1094412208338018305;1190031170894991360;United States;Twitter for iPhone;'BTS', '?????'
7112;963877218005917696;1190031172291747840;United States;Twitter Web App;'BTS', '?????'
7133;855484665809043458;1190031188246900736;United States;Twitter Web App;'MAMAVOTE', 'BTS'
7140;927035280195854336;1190031194139897857;Malaysia;Twitter for iPhone;'BTS', '?????'
7176;858779443208138752;1190031221264392192;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
7185;997434937698533376;1190031226981228550;???? ??;Twitter for Android;'MAMAVOTE', 'BTS'
7188;853102568829878272;1190031229451558912;???? ??;Twitter for iPhone;'??', '??', 'JK', 'JM'
7207;925756913412919297;1190031241187397632;United States;Twitter for Android;'btsfanart', 'BTS', 'RM', 'SpeakYourselfTheFinal_D3'
7229;3239661127;1190031258052702210;??;Twitter for iPhone;'halloween2019', 'happpyhalloween', 'BTS'
7248;1059747868867649536;1190031269587017730;??;Twitter for Android;'MAMAVOTE', 'bts'
7288;1158853164818452480;1190031303481155585;Mexico;Twitter for Android;
7326;537200394;1190031324217692160;Indonesia;Twitter for Android;
7356;1124987658097152000;1190031346615431175;Malaysia;Twitter for iPhone;
7358;1068656204946132992;1190031346414104577;Indonesia;Twitter for Android;
7374;962597474018865152;1190031359550443520;????;Twitter for Android;
7469;1040026177212215296;1190031422586851333;United States;Twitter for iPhone;'BTS', '?????'
7494;1121019836346224640;1190031439162535936;Indonesia;Twitter for Android;'MAMA2019'
7508;1021849910612766720;1190031451225501696;United States;Twitter for iPhone;
7515;469112810;1190031455172407296;Indonesia;Twitter for Android;'JIMIN', 'BTS'
7517;1003491447302074370;1190031457307287552;Indonesia;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
7537;287665892;1190031466375319552;Seoul, Republic of Korea;Twitter for Android;'MAMAVOTE', 'bts'
7540;3019654232;1190031466526318592;????;Twitter for iPhone;
7550;898040974244491266;1190031473614741505;Mexico;Twitter for Android;
7557;1069563601688641536;1190031478824022017;Brasil;Twitter for Android;
7567;1168564642467086336;1190031483488079872;Indonesia;Twitter for Android;
7568;917212733228986368;1190031484314247168;????;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
7612;1117046948857438208;1190031511124357120;Indonesia;Twitter for Android;'BTS'
7643;812711691746054144;1190031536223145984;????;Twitter for Android;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????'
7647;1141547803027505152;1190031540744523777;????;Twitter for iPhone;'MAMAVOTE', 'BTS'
7650;1091557840408346625;1190031541734387718;???? ??;Twitter for Android;'MAMAVOTE', 'bts'
7705;1029503974242701312;1190031580535959553;Brasil;Twitter Web App;'BTS'
7769;1016679280212828160;1190031633312866304;Indonesia;Twitter for Android;
7861;961797354625159169;1190031691001323521;Brasil;Twitter for Android;
7863;968656352657600513;1190031692133806081;United States;Twitter Web App;
7865;932757124492402688;1190031693635293184;United States;Twitter for iPhone;'MAMAVOTE', 'BTS'
7866;3669956117;1190031693861793792;Brasil;Twitter for Android;
7873;1167985685128785920;1190031696479084544;United States;Twitter for iPad;'BTS', '?????'
7874;2713113177;1190031697221435393;Seoul, Republic of Korea;Twitter for Android;'MAMAVOTE', 'BTS'
7959;1139079193516314624;1190031749801226240;Indonesia;Twitter for Android;'BTS'
7962;830578113138483201;1190031751621599232;Mexico;Twitter for Android;
7986;1051383454351282176;1190031769241882626;???? ??;Twitter for Android;'MAMAVOTE', 'BTS'
8007;118649947;1190031780046344193;Republic of the Philippines;Twitter for iPhone;'?????', '?????', 'bts'
8022;821713541686181889;1190031791618428930;Thailand;Twitter for Android;'JIMIN', 'BTS'
8034;1048136585068212224;1190031802129235970;???? ??;Twitter for Android;'BTS', 'MAMAVOTE'
8051;1017400351324925954;1190031811734360064;Indonesia;Twitter for Android;
8077;1009027637895761921;1190031825906872320;???? ??;Twitter for Android;'?????', 'BTS'
8143;1271281466;1190031863240417280;Mexico;Twitter for Android;'MAMAVOTE', 'bts'
8154;1021912747620163585;1190031874887954438;Seoul, Republic of Korea;Twitter for Android;
8158;915423375807283200;1190031877475885057;Indonesia;Twitter for Android;
8192;217774713;1190031901886730240;???? ??;Twitter for iPhone;
8235;1069282827902976000;1190031932857425920;Indonesia;Twitter for Android;'MAMAVOTE', 'BTS'
8250;1005832092633055232;1190031943645179912;????;Twitter for Android;'?????', 'BTS'
8276;895510659076464642;1190031962809028609;United States;Twitter for iPhone;'MAMAVote', 'BTS'
8282;792090338181558273;1190031965761736704;Mexico;Twitter Web App;
8321;1600777483;1190032001526620161;Seoul, Republic of Korea;Twitter for Android;'MAMAVOTE', 'BTS'
8354;922671677183377409;1190032015762055169;????;Twitter for Android;'suga', 'bts', '??', '?????', 'btsfanart', '???', '??', '???', '???'
8360;908124854012071937;1190032020853800960;Mexico;Twitter for Android;'MAMAVOTE', 'BTS'
8362;155392113;1190032023479603207;Mexico;Twitter for Android;
8370;859226252770758658;1190032028223365120;Mexico;Twitter for Android;'MAMAVOTE', 'BTS'
8385;1024138685246107649;1190032039451467777;???? ??;Twitter for iPhone;'?????', 'BTS'
8403;1146633509617975296;1190032048469299200;United States;Twitter Web App;'BTS', 'Jungkook'
8414;749433021665677313;1190032057486970880;United States;Twitter for iPhone;'BTS'
8422;916602066079907841;1190032060431421440;?????????;Twitter for iPhone;
8433;1061430806558605313;1190032066047598597;Indonesia;Twitter for Android;'BTS'
8452;975720471185440768;1190032084414455808;????;Twitter for iPhone;'MAMAVOTE', 'BTS'
8470;3187157899;1190032094476550145;????;Twitter for iPhone;
8484;1068113200678223874;1190032099891265536;Seoul, Republic of Korea;Twitter for Android;'MAMAVOTE', 'bts'
8495;943936779769573376;1190032105994096640;Brasil;Twitter for Android;
8527;1113805526377189376;1190032134511243264;United States;Twitter for iPhone;
8573;1078118770567086080;1190032162914848768;Indonesia;Twitter for Android;
8604;1089464133131649024;1190032181122543616;United States;Twitter for iPhone;'MAMAVOTE', 'BTS'
8610;844775572731420676;1190032185002086400;Indonesia;Twitter for Android;
8651;996688108828745730;1190032212831490049;Brasil;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
8694;949767042898452480;1190032239909900288;???? ??;Twitter for Android;'??', 'JIMIN', '?????', 'BTS'
8762;1124866794953428992;1190032287473324032;??;Twitter for iPhone;'MAMAVOTE', 'bts'
8818;1161063577018462208;1190032327533047808;????;Twitter for iPhone;
8819;1078549002721779713;1190032328262868992;??;Twitter for Android;'halloween2019', 'happpyhalloween', 'BTS'
8820;1078089796592037888;1190032330028724224;United States;Twitter for iPhone;'btsfanart', 'BTS', 'ThankYouBTS', 'SpeakYourselfTheFinal_D3'
8824;996531139635396608;1190032331773493248;Viet Nam;Twitter for Android;
8836;996572228;1190032343521808389;Malaysia;Twitter for iPhone;
8848;944911901468778497;1190032349561528322;???? ??;Twitter for iPhone;'bts', '?????', 'Jhope', 'jhope', '???', '??', '???'
8873;867588525524475904;1190032365441159175;Brasil;Twitter for iPhone;'BTS'
8896;309596504;1190032378594549760;Thailand;Twitter for iPhone;'MONSTA_X', 'BTS', 'BLACKPINK', 'TWICE', 'JHOPE', 'TAEYEON', 'PSY'
8901;1051490663617855491;1190032381920628741;??;Twitter for iPhone;
8903;853781798559432704;1190032383615090688;?????????;Twitter for iPhone;
8911;1069665581408940032;1190032389357146112;Thailand;Twitter Web App;'??', '??', 'JK', 'JM'
8943;1156552963625611265;1190032409812557824;Indonesia;Twitter for Android;'?????', 'BTS'
8951;1157850447891353600;1190032414732701696;Seoul, Republic of Korea;Twitter for Android;
8956;1042783991324008449;1190032422189953024;??;Twitter for iPhone;'MAMAVOTE', 'BTS'
8980;3163935925;1190032437314752514;??;Twitter for iPhone;'MAMAVOTE', 'BTS'
9091;1189790600314281984;1190032504117321728;Seoul, Republic of Korea;Twitter for iPhone;'MAMAVOTE', 'bts'
9096;1138424369598746624;1190032506663260160;??;Twitter for Android;'MAMAVOTE', 'BTS'
9111;950011606141894658;1190032516763340800;Brasil;Twitter for Android;'MAMAVOTE', 'BTS'
9146;187567250;1190032534492590080;Brasil;Twitter for Android;'BTS', '?????'
9195;84865793;1190032562078412800;Indonesia;Twitter for Android;
9217;773750251278794752;1190032572878856196;United States;Twitter for iPhone;
9237;1910026717;1190032584652263425;United States;Twitter for Android;
9253;828188538004918272;1190032597528850437;???? ??;Twitter for iPhone;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????', 'BTSV'
9259;983119859008458752;1190032600913653760;????;Twitter for iPhone;
9277;1015510476787052544;1190032614868103169;Indonesia;Twitter for iPhone;'MAMAVOTE', 'BTS'
9295;888284085977665536;1190032625781620737;Indonesia;Twitter for Android;'BTS', 'RM', 'JIN', 'SUGA'
9310;1143980068382760961;1190032634367352840;Mexico;Twitter for Android;'BTS', 'SUGA', '?????', '??'
9329;1029659842477080577;1190032646509862912;Indonesia;Twitter for Android;'?????', 'BTS'
9335;1057821177496788992;1190032649085018112;United States;Twitter for Android;'MAMAVOTE', 'BTS'
9348;1085175255348301826;1190032655158403072;??;Twitter for iPhone;'MAMAVOTE', 'BTS'
9357;1085269007471661056;1190032660363665409;Brasil;Twitter for Android;'BTS'
9369;1146005019235368960;1190032668114722817;Republic of the Philippines;Twitter for Android;
9422;954488184863326209;1190032698796060672;Brasil;Twitter for Android;'MAMAVOTE', 'bts', 'BTS'
9462;995972712857128965;1190032725417308163;United States;Twitter for Android;
9506;914340688250015745;1190032751887556609;???? ??;Twitter for Android;'BTS', 'SUGA', '???', 'SOPE'
9542;1164021493266862085;1190032777044992001;Seoul, Republic of Korea;Twitter for iPhone;'?', 'V', 'taehyung', '??', '???', '??', '?????', 'BTS', '?????', 'BTSV'
9601;988784784808796160;1190032808808534016;Mexico;Twitter for Android;'MAMAVOTE', 'bts'
9612;1088103082464927744;1190032814919634945;Indonesia;Twitter for Android;
9628;1022102991547990016;1190032824516124672;Indonesia;Twitter Web App;
9696;1134065988650000386;1190032860704595970;????;Twitter for Android;'JIMIN', 'BTS'
9698;953913165422579712;1190032862361210880;Republic of the Philippines;Twitter for Android;'MAMAVOTE', 'BTS'
9722;978438605499781120;1190032875434991627;Mexico;Twitter Web App;'halloween2019', 'happpyhalloween', 'BTS'
9725;1073962849037217793;1190032875875373056;Malaysia;Twitter for Android;'??', '??', 'JUNGKOOK', '?????', 'BTS'
9731;1150994965910081536;1190032878270210048;????;Twitter for Android;'??', 'JIMIN', '???', '?????', 'BTS'
9759;1119794817519640576;1190032891813801985;????;Twitter for iPhone;
9761;1052692201954656256;1190032892488900608;Republic of the Philippines;Twitter for Android;
9776;38798004;1190032899921371136;Seoul, Republic of Korea;Twitter for Android;
9807;551090150;1190032921509400577;Republic of the Philippines;Twitter for iPhone;
9883;1026489313905717248;1190032967848120322;????;Twitter for iPhone;'?????', 'BTS'
9893;145138626;1190032976832106497;Indonesia;Twitter for Android;
9915;953134076923297792;1190032989163606019;???? ??;Twitter for Android;'BTS'
9923;767282261397872642;1190032997296345090;????;Twitter for iPhone;'JIMIN', 'BTS'
9944;935248635515756544;1190033011405983744;Republic of the Philippines;Twitter for Android;'BTS', 'MAMAVOTE'
